,疾病名称,简介,挂号的科室
4582,小儿过敏性紫癜肾炎,小儿过敏性紫癜肾炎(Henoch-Schonlein purpura，HSP)以皮肤紫癜、出血性胃肠炎，关节炎及肾小球肾炎为主要特点的临床综合征。过敏性紫癜肾炎是与血管自身免疫损伤有关的以小血管炎为主要病变的变态反应性疾病。其基本病变是肾小球系膜区IgA沉积、系膜细胞增生伴或不伴新月体形成。肾损害...,肾内科 皮肤科
4583,指甲-髌骨综合征,指(趾)甲-髌骨综合征(nail-patella syndrome)或遗传性骨-指(趾)甲营养不良症(hereditary osteo-onychodysplasia)，是一种遗传性疾病，其特征是髌骨发育不良或缺失、指(趾)甲营养障碍、肘发育不良、髂骨角和肾功能衰竭。,肾内科 骨科
4584,慢性反流性肾病,慢性反流性肾病(chronic reflux nephropathy)，以往称为ldquo;慢性萎缩性肾盂肾炎rdquo;，是间质性肾病的一种，以肾表面的不规则粗大瘢痕、受累肾盏杵状肥大和扩张变形、受累皮质萎陷退缩、膀胱输尿管反流(VUR)为特征。,肾内科
4585,小儿指甲-髌骨综合征,指甲-髌骨综合征(nail-patella syndrome)是众所周知的遗传性指甲和髌骨发育不良，特点是多种骨的异常，最初影响肘和膝，并有相关肾病，少数病例有眼和血管异常。其特点为GBM特征性超微结构异常。,儿科 骨科
4586,小儿尿石症,泌尿系结石(urolithiasis)是泌尿外科的常见病、多发病，绝大多数来自膀胱和肾脏的结石，少数原发于尿道内的结石则常继发于尿道狭窄或尿道憩室。早在古代时期就有所记载，中医称其为ldquo;石淋rdquo;或ldquo;砂淋rdquo;。本病与环境、全身性疾病以及泌尿系统其他疾病有密切关系，结石形成...,儿科 泌尿外科
4587,钩端螺旋体病的肾损害,钩端螺旋体病(leptospirosis)是由致病性钩端螺旋体引起的急性全身性感染性疾病。临床以早期钩端螺旋体败血症，中期的各器官损害和功能障碍，以及后期的各种变态反应后发症为特点。重症患者可发生肝肾功能衰竭，常危及患者生命。,传染科
4588,冷球蛋白血症肾损害,冷球蛋白(cryoglobulin)是指血浆温度降至4～20℃时，发生沉淀或胶冻状，温度回升到37℃时，又溶解的一类球蛋白。正常血清仅含微量的冷球蛋白，当其浓度超过100mg/L时，称为冷球蛋白血症(cryoglobulinemia)。血清冷球蛋白增高者常伴有肾小球病变，称之为冷球蛋白血症肾损害(renal damage ...,普外科 皮肤科
4589,原发性巨球蛋白血症肾损害,原发性巨球蛋白血症是由Waldenstrom于1944年首次报道，故又称Waldenstrom macroglobulinemia(WM)。本病为一种单克隆IgM增高伴有淋巴样细胞增生、有时伴有肾小球损害的综合征。其临床特征为淋巴结肿大、肝脾肿大，骨髓及淋巴结中淋巴细胞及浆细胞样淋巴细胞增生，血中单克隆IgM增高。,肾内科 血液科
4590,尿瘘,女性生殖道某处与泌尿系统或肠道之间形成的异常通道称泌尿生殖器官瘘(urogenital fistula)。生殖道与泌尿道之间构成的异常通道称尿瘘(urinary fistula)，尿瘘或粪瘘可单独发生，也可合并存在，或几种瘘同时存在。生殖器官瘘管由于尿或粪自己不能控制及长期浸泡外阴部、大腿内侧皮肤，给...,泌尿外科
4591,梗阻性尿路疾病,梗阻性尿路疾病在任何年龄都很常见。有4%的病人在尸检中发现存在肾盂积水(一种肾脏病变的结果)，男女性别分布一样，梗阻性尿路疾病更常见于年龄＞60岁的男性，因为良性前列腺增生和前列腺癌的发生率增加。在美国，每1000人中有2人因梗阻性尿路疾病住院。,泌尿外科 外科
4592,小儿尿路梗阻,尿路梗阻是肾功能衰竭的常见病因之一，只要及时发现，尽早解除梗阻，大多数肾功能衰竭可以好转。泌尿系统是一个管道系统，管腔通畅才能保持泌尿系统的正常功能，管腔发生梗阻就影响尿的分泌和排出。泌尿系统内外很多病变都会引起管腔梗阻，梗阻位置可能在肾脏内、肾盂输尿管连接部、输尿...,儿科 泌尿外科
4593,鲍温样丘疹病,本症首先由Lloyd于1970年所描述，他称之为多中心性色素性鲍温病，以后相继有可逆性女阴异型、生殖器多中心鲍温病、伴原位变化的色素阴茎丘疹等名称。公认以鲍温样丘疹病较为简练。本症特点为在生殖器部位发生多发性斑丘疹，良性经过，可自行消退，而病理组织呈原位癌样改变。,皮肤科 妇科
4594,妊娠合并类风湿关节炎,类风湿关节炎(Rheumatoid arthritis，RA)，简称类风关，是一种慢性的进行性关节病变为主的自身免疫病，病因不明，但一般认为是感染引起的自身免疫反应。其特征是对称性多关节炎，以双手、腕、肘、膝、踝和足关节受累最为常见，但全身其他关节亦可受累。除关节外，类风湿皮下结节、动脉炎...,风湿科 产科
4595,外阴天疱疮,外阴天疱疮是一种由抗表皮细胞间物质抗体介导的、慢性、复发性、自身免疫性大疱性皮肤病。其特征为正常皮肤或黏膜上出现松弛性水疱，尼氏症阳性。,妇科 皮肤科
4596,脚气,脚气是一种极常见的真菌感染性皮肤病。成人中70-80%的人有脚气，只是轻重不同而已。常在夏季加重，冬季减轻，也有人终年不愈。包括：糜烂型脚气、水疱型脚气、角化型脚气。,皮肤科 中医科
4597,伊藤痣,由伊藤于1954年首先报告，故命名ldquo;伊藤痣(Itos nevus)rdquo;。伊藤痣是发生于一侧肩颈、锁骨上区及上臂部等后锁骨上神经和臂外侧皮神经分布区的一种色素性病变。,皮肤科
4598,老年人痛风,痛风是由于遗传性和(或)获得性尿酸生成过多和(或)排泄减少引起的一组异质性疾病。其临床特点是：高尿酸血症及尿酸盐结晶，沉积所致的急性关节炎、痛风石、慢性痛风关节炎、痛风性肾病。上述表现可单独或联合存在。,风湿科 老年科
4599,女性尿瘘,尿瘘是指泌尿系统与其他系统和器官之间存在异常通道。本病多见于生育期妇女，在发达国家因难产所致的尿瘘几率很低，但在发展中国家仍为重要的妇科疾病。这里主要介绍泌尿生殖瘘，包括膀胱阴道瘘尿道阴道瘘、输尿管阴道瘘等。,泌尿外科
4600,间质性膀胱炎、局限性外阴炎和脱屑性阴道炎综合征,间质性膀胱炎、局限性外阴炎和脱屑性阴道炎是一种少见的综合征，以上三疾病的综合征为非感染性炎性综合征。如有肯定的感染原因，就不能做出上述诊断。如少数患者有伴发的感染，要在消除这些并存的感染后才能诊断三疾病的综合征。,泌尿外科 妇科
4601,外阴神经纤维瘤,外阴神经纤维瘤(neurofibroma)较为少见，神经纤维瘤是神经鞘瘤，为孤立的肿块，常位于大阴唇。　　外阴神经纤维瘤常为全身多发性神经纤维瘤病的一部分，大约18%神经纤维瘤累及外阴。　　其生长缓慢，发生在青春期后通常没有疼痛。很少恶变，但在妊娠时有明显增大。,妇科 肿瘤科
4602,嗜酸性粒细胞增多-肌痛综合征,硬皮病样疾病(scleroderma-like disorders)包括嗜酸性筋膜炎和嗜酸性粒细胞增多-肌痛综合征(eosinophilia-myalgia syndrome，EMS)，病人表现为硬皮病样皮肤改变，同时伴有肌痛和嗜酸性粒细胞增多。致病因子被怀疑为L-色氨酸。经治疗可缓解，除少数嗜酸性粒细胞增多-肌痛综合征病人可遗有...,风湿科 中医科
4603,脚气病,脚气病即维生素B1缺乏病，维生素B1即硫胺素（Thiamine）是硫胺素焦磷酸盐（TPP）的前体。TPP是三羧酸循环中丙酮酸与α-酮戊二酸脱羧反应的重要辅酶，也是红细胞酮醇基转移酶的辅酶。此外，对脑细胞活性与神经冲动传导亦有一定关系。一旦缺乏，可引起一系列神经系统与循环系统症状，称之...,皮肤科
4604,小儿过敏性紫癜,小儿过敏性紫癜(allergic purpura)又称出血性毛细血管中毒症或Henoch-Schouml;nlein综合征。这是一种较常见的毛细血管变态反应性疾病，病变主要累及皮肤最常见，其次是胃肠道、关节及肾脏，起病较急，症状多变。好发于3周岁以上小儿，尤多见于学龄儿童，男性发病约2倍于女性。发病前1到3...,儿科 消化内科
4605,非冻结性冷伤,冻疮在我国一般发生于冬季和早春，在长江流域比北方多见。因为长江流域冬季虽然气候较高于北方，但比较潮湿，且防寒措施不及北方地区。儿童常不顾防寒，故患冻疮者常见。故壕足和浸渍足过去多发生于战时，前者是长时间站立在1～10℃的壕沟内所引起，后者是站在冷水中所引起。在平时这两...,外伤科 普外科
4606,妊娠合并重症肌无力,重症肌无力是一种神经-肌肉传递障碍的获得性自身免疫性疾病。临床特征为部分或全身骨骼肌易于疲劳，通常在活动后加重，休息后减轻。迄今重症肌无力的治疗方法尚无明显进展，妊娠合并MG，由于其本身及治疗的并发症，严重威胁了孕产妇及其胎婴儿的健康和生命安全。,神经内科 内科
4607,胫前黏液水肿,胫前黏液性水肿(pretibial myxedema)又称甲状腺毒性黏蛋白沉积症。其特点为胫前出现界限明显的坚实水肿性斑块或结节，常伴有甲状腺毒症。临床表现为，皮损最常见于胫前区，常伴发甲状腺功能亢进症和突眼症。鼓槌状指趾。,内分泌科 皮肤科
4608,进行性色素性紫癜性皮病,本病又称Schamberg病、特异性进行性色素性皮病(peculiar progressive pigmentary disease of the skin)。本病常不对称地发于小腿伸面，为针尖至针头大瘀点组成的大小、形状不一的斑片。病因不明。有家族性发病的报道。临床表现初为群集、粟粒至针帽大的淡红色瘀点或瘀斑，逐渐增多后密集...,血液科 中西医结合科
4609,足跟瘀斑,足跟瘀斑(calcaneal petechiae)亦称为黑踵(black heel)，是发生于足跟侧面或后面的无症状群集蓝黑色或黑色斑点。病因不清，多发生于青少年及球类运动员。,皮肤科
4610,小儿变应性亚败血症综合征,变应性亚败血症综合征即变应性亚败血症又称Wissler-Fanconi综合征、Wissler综合征、亚急性变应性热等。是一种较少见的以长期的间歇性持续性发热、皮疹、关节痛、白细胞增多、血培养阴性为主要特征的感染-变态反应综合征。很多人考虑本征的临床表现、实验室检查和病情发展与幼年类风湿性...,儿科 血液科
4611,急性杂合性白血病,急性杂合性白血病(hybrid acute leukemia，HAL)又称急性混合细胞白血病(acute mixed leukemia)，是一种髓细胞系和淋巴细胞系共同受累且达到一定积分的急性白血病。,血液科 肿瘤科
4612,成人型慢性粒细胞白血病,1845年以脾大、贫血和粒细胞增多为特征的CML被临床医师所认识。CML占所有白血病的15%～20%。在儿童CML可以表现为两种类型：成人型CML(ACML)和JMML，JMML只限于儿童，有独特的临床、实验室和细胞遗传学特征。,血液科
4613,原发性混合型冷球蛋白血症性血管炎,原发性混合型冷球蛋白血症(essential mixed cryoglobulinemia，EMC)也称紫癜-关节痛-冷球蛋白血症综合征。临床以紫癜皮损、关节痛、贫血、肾损害和高gamma;球蛋白血症为特征。Meltzer(1966)在Wintrobe(1933)和Iener(1947)的基础上最早对此病做了系统性描述，在此同时也发现骨髓瘤等恶性...,血液科 风湿科
4614,小儿维斯科特-奥尔德里奇综合征,维斯科特-奥尔德里奇综合征(Wiskott-Aldrich syndrome，WAS)即湿疹血小板减少伴免疫缺陷综合征，是一种少见的T细胞、B细胞和血小板均受影响的X-连锁隐性遗传性疾病，以免疫性缺陷、湿疹和血小板减少三联症为临床表现。,儿科 血液科
4615,疼痛性脂肪疝,疼痛性脂肪疝(painful fat heRNAtion)又称为疼痛性压力产生性足丘疹(painful piezogenic pedalpapules)是一种与压力有关的疼痛性足跟部假性丘疹。,皮肤科
4616,藏毛性疾病,藏毛性疾病又称藏毛窦(pilonidal sinus)是一种少见的皮肤上含有毛发的窦道。这类窦道最常见于肛门后部尾骨处背侧，故亦尾部藏毛窦(coccygeal pilonidal sinus)。早在1847年Anderson就曾报道过这一疾患。1880年Hodges正式采用现在的名称。在第二次世界大战时美英军人中本病发病率显著增高...,肛肠外科 皮肤科
4617,小腿红绀病,小腿红绀病(erythrocyanosis)也称红绀病(erythrocyanosis crurum)，年轻妇女好发，以小腿皮肤呈紫红色和轻度肿胀为特征。,血管外科
4618,小儿血友病,血友病(hemophilia)是一组缺乏因子Ⅷ(FⅧ)、Ⅸ(FⅨ) 或因子Ⅺ而导致的一种遗传性凝血功能障碍的出血性疾病，包括血友病甲，即因子Ⅷ(又称抗血友病球蛋白，AHG)缺乏症;血友病乙，即因子Ⅸ(又称血浆凝血活酶成分，PTC)缺乏症;血友病丙，即因子Ⅺ(又称血浆凝血活酶前质，PTA)缺乏症。在先天...,儿科 血液科
4619,急性脂肪皮肤硬化症,脂肪皮肤硬化症这一名词原是用来描述小腿下段因静脉高压或重力性综合征而引起的皮肤和皮下组织增厚或硬化改变的。急性脂肪皮肤硬化症过去了解很少。其临床表现为皮肤和皮下组织局部红、热，有触痛的浸润硬结，但全身体温正常。,皮肤科
