,疾病名称,多发人群
6453,小儿X-连锁高免疫球蛋白M血症,儿童
6454,第Ⅱ、Ⅲ型脊髓血管畸形,所有人群
6455,肥大细胞白血病,所有人群
6456,小儿选择性免疫球蛋白G亚类缺陷病,儿童
6457,小儿韦格纳肉芽肿,儿童
6458,第Ⅰ型脊髓血管畸形,多见于男性、男女比例为4～8∶1
6459,小儿周期性正常血钾性麻痹,所有人
6460,血卟啉病性周围神经病,所有人群
6461,强直性脊柱炎,10～40岁，平均发病年龄为25岁，男性较女性多见
6462,重症肌无力,儿童期较多见，20～40岁发病者女性较多，中年以后发病者多为男性，伴有胸腺瘤的较多见。
6463,内分泌性肌病,常见于中年患者
6464,硬皮症伴发的精神障碍,硬皮症患者
6465,小儿干扰素-γ受体缺陷病,儿童
6466,原发性单克隆球蛋白病肾损害,所有人群
6467,小儿嘌呤核苷酸磷酸化酶缺乏,小儿
6468,进行性脊肌萎缩症,婴儿及儿童多见
6469,重症肌无力危象,既往有重症肌无力的患者多见
6470,小儿重症肌无力,新生儿、儿童多见
6471,膀胱平滑肌瘤,女性多见高发年龄为30～40岁。
6472,小儿良性先天性肌弛缓综合征,婴儿
6473,向颈段脊髓供血的根动脉缺血症候群,所有人群
6474,小儿埃博拉病毒病,儿童人群
6475,小儿烹调综合征,儿童
6476,脊髓后动脉缺血症候群,成年人群
6477,脊髓前中央动脉缺血症候群,所有人群
6478,类风湿性关节炎,女性高于男性，女性是男性的2～3倍，一般是20-50岁女性。
6479,白塞病伴发的精神障碍,成年人
6480,幼年型类风湿性关节炎,任何年龄
6481,多发性肌炎和皮肌炎伴发的精神障碍,所有人群
6482,银屑病关节炎,该病可发生于任何年龄，高峰年龄为30～50岁
6483,系统性红斑狼疮性关节炎,20～40岁的育龄期妇女
6484,耻骨直肠肌综合征,所有人群
6485,书写痉挛,教师、编辑、作家、书画家、誊抄员、绘图员、打字员、电报员、弹琴者
6486,膀胱移行细胞癌,40岁以上人群
6487,膀胱葡萄状肉瘤,所有人群
6488,神经根型颈椎病,低头工作者、教师、司机
6489,肩胛背神经卡压症,中青年女性
6490,坐骨神经盆腔出口狭窄症,所有人群
6491,髂腹股沟神经干痛,髂骨取骨术后者
6492,维生素E缺乏神经病,所有人群
6493,小儿新变异型克罗伊茨费尔特-雅各布病,儿童人群
6494,桡神经感觉支卡压,长期反复手臂活动者
6495,小儿腓骨肌萎缩症,发病在儿童期或青春期，约有2/3病例在10岁前发生
6496,肩-手综合征,中风，心梗，颈椎病，上肢外伤，截瘫，肺疾病，肩关节疾病患者多发
6497,弹响肩胛,重体力劳动者、长时间受凉受潮人群
6498,肩峰下撞击征,10岁至老年期的任何年龄
6499,四边孔综合征,青壮年
6500,副神经损伤与卡压,所有人群
6501,弥漫性婴儿纤维瘤病,婴儿
6502,肱骨大结节骨折,所有人群
6503,手腕腱鞘囊肿,所有人群
6504,系统性红斑狼疮所致脊髓病,系统性红斑狼疮患者
6505,单克隆丙种球蛋白病伴周围神经病,所有人群
6506,癌性神经肌病,常见于肺癌，其次为乳腺癌
6507,肌肉肌腱单位的急性损伤,所有人群
6508,筋膜间隔区综合征,所有人群
6509,桡神经麻痹,无特殊发病群体
6510,尺管综合征,使用重锤或气钻的工人易发生
6511,周期性四肢运动障碍,老年人
6512,先天性外展性髋挛缩,新生儿
6513,臂丛神经损伤,所有人群
6514,股神经干性痛,中年女性
6515,阴部神经干痛,女性
6516,梨状肌症候群,青壮年、老年人
6517,臀上皮神经干痛,外伤、寒冷地区、体力劳动者
6518,旋前圆肌综合征,多在50岁左右，女性患者多于男性
6519,前骨间神经卡压综合征,成年人
6520,肩袖损伤,青壮年、运动员、体力劳动者
6521,肩峰下滑囊炎,所有人群
6522,肱二头肌长头腱鞘炎,体力劳动者、运动员
6523,肩部骨折,所有人
6524,肩关节不稳定,儿童或青少年
6525,肩袖间隙分裂,20～40岁青壮年
6526,先天性高位肩胛,儿童
6527,桡骨骨折,老年妇女、儿童及青年。
6528,桡骨茎突部狭窄性腱鞘炎,中老人妇女、手工工作者
6529,桡骨茎突骨折,所有人群
6530,手部伸肌腱损伤,均可发病
6531,糜烂型脚气,所有人群
6532,扁平足,儿童
6533,跟腱炎,剧烈运动或运动员多发的病
6534,腓骨肌萎缩症,所有人群
6535,胫腓骨骨折,多见儿童和青壮年
6536,先天性马蹄内翻足,所有人群
6537,情感性交叉擦腿症,女性小儿
6538,甲沟炎和甲下脓肿,青壮年
6539,滑脱性肋骨综合征,所有人群
6540,小儿神经源性膀胱,先天性患者尤为多见
6541,进行性肥厚性间质性神经炎,所有人群
6542,肩胛骨体部骨折,所有人群
6543,投掷骨折,田径运动员
6544,创伤性肘关节炎,老年人群
6545,尺桡骨骨干双骨折,所有人群
6546,尺骨干骨折,所有人群
6547,史密斯骨折,多见于成年人
6548,月状骨骨软骨病,所有人群
6549,巴顿骨折,所有人
6550,月骨脱位,所有人群
6551,柯莱斯骨折,好发于中老年，女性多于男性
6552,桡骨干骨折,青壮年居多
6553,先天性尺骨缺如,新生儿
6554,先天性尺桡骨性连接,儿童
6555,手指屈肌腱鞘炎,手工劳动者、洗碗工、中老年妇女，成人、儿童均可患病
6556,开放性手外伤,所有人群尤以从事手工作业的人群多见
6557,多指畸形,一出生就有
6558,手部屈指肌腱损伤,所有人群
6559,掌指关节脱位,所有人群
6560,糖尿病足,糖尿病患者
6561,跖疣,所有人群
6562,膝关节半月板损伤,所有人群
6563,角化型脚气,所有人群
6564,十字韧带损伤,青少年、运动爱好者、运动员
6565,腘肌肌腱炎,中年和老年
6566,股后肌劳损,所有人群
6567,膝关节滑膜炎,成年及老年人
6568,高弓足,儿童
6569,先天性拇内翻,胚胎期
6570,膝关节骨性关节炎,中老年人
6571,髌骨骨折,所有人群，一般在20～50岁之间，男性多于女性，约为2∶1。
6572,水疱型脚气,特定的人群或职业
6573,脚垫,成年人，长时间运动行走者多发
6574,膝关节侧副韧带损伤,运动员、体力劳动者、老年人
6575,膝关节结核,以10岁以下儿童儿童及青壮年多发
6576,习惯性髌骨脱位,儿童
6577,跟腱损伤,外伤史患者多见
6578,黏液纤维肉瘤,老年男性
6579,跟骨骨髓炎,所有人
6580,足菌肿,赤足的劳动人群最易感染
6581,先天性仰趾外翻足,"女性,小儿"
6582,尿道综合征,多发生于中青年女性
6583,膀胱尿道异物,做过手术或是小儿多见
6584,淋病后综合征,性活跃人群多见
6585,膀胱与尿道结石,中老年人
6586,铁线虫病,女性
6587,内痔,所有人群，多见于40岁以上的中老年人。
6588,压力性尿失禁,高发年龄为45～55岁
6589,肛门瘙痒症,多发生在20～40岁中年、老年，20岁以下的青年较少，很少发生于儿童，男比女多见。
6590,大便失禁,老年人、局部外伤患者
6591,葡萄痔,中年多见
6592,肛周肿瘤,同性恋和双性恋人群多发
6593,肛管直肠周围脓肿,各个年龄段均可患病
6594,儿童遗粪症,儿童
6595,肛膜闭锁,新生儿，男多于女
6596,肛管损伤,所有人群
6597,痔疮,久坐不动，妊娠孕妈妈，暴饮暴食，蹲厕看报人群
6598,肛周脓肿,所有人群
6599,肛周湿疹,所有人群
6600,肛乳头炎,请壮年多见
6601,肛门周围癌,中老年男性多见
6602,老年大便失禁,中老年人群常见
6603,肛提肌综合征,久坐或精神压力大的成年人
6604,肛门息肉,成年人
6605,脊椎化脓性骨髓炎,中年人群
6606,继发性粘连性蛛网膜炎,所有人群
6607,肘关节脱位,所有人群
6608,肛瘘,成年人
6609,外痔,成人
6610,肛窦炎,所有人群
6611,混合痔,所有人群
6612,骶骨骨折,多发于成年人、男性多见
6613,肛门闭锁,婴儿期多发，男多于女
6614,尾痛症,女性人群多见
6615,肛门异位,所有人群
6616,尾神经丛痛,女性中的发生率明显高于男性
6617,肛裂,青壮年，男性比女性多见
6618,肛周炎,常发生于中青年
6619,肛门外伤,青年和壮年人群
6620,骶髂关节扭伤,所有人群 成年男性多见
6621,肛廔,长期腹泻、便秘人群
6622,内痔脱出,所有人
6623,脊柱脊髓伤,所有人群
6624,脊髓灰质炎后遗症,所有人群
6625,小儿纤维性骨营养不良综合征,儿童
6626,小儿进行性骨干发育不良,6岁以下儿童
6627,小儿单房性骨囊肿,本病发生在小儿和少年生长期、男性较多
6628,婴幼儿上颌骨骨髓炎,新生儿与幼儿
6629,化脓性颅骨骨髓炎,颅骨外伤或头颅手术史
6630,急性减压性骨坏死,高气压作业人群
6631,先天性垂直距骨,小儿
6632,小儿卡斯钦-贝克病,儿童
6633,颈型颈椎病,中老年人群
6634,颈椎间盘突出症,所有人群
6635,椎管狭窄,40岁以上中年人
6636,胸椎间盘突出症,多见于40～50岁左右成年人，男性多于女性
6637,极外侧型腰椎间盘突出症,重体力劳动者、司机、中老年人
6638,耻骨炎,女性为多发
6639,慢性劳损性腰背痛,潮湿、寒冷条件下工作的中青年体力劳动者
6640,落枕,所有人群
6641,髂骨致密性骨炎,中年女性
6642,先天性斜颈,所有人群
6643,腰椎小关节不稳症,青壮年、老年人
6644,慢性颈部软组织损伤,长期低头工作者
6645,椎间隙感染,椎间盘手术后患者
6646,肥大性脊椎炎,虽可见于中年人，但90%以上的患者为超过60岁的老人。患者中男多于女，重体力劳动者多于轻体力劳动者。活动量及负载大者多于活动量及负载小者。
6647,退变性骶髂关节炎,中老年人
6648,胸椎黄韧带骨化症,大多在中年以后发病、本病多见于亚洲人
6649,半椎体畸形,所有人
6650,下腰椎不稳症,中老年人
6651,腰部峡部崩裂和脊椎滑脱,中老年人
6652,椎间盘钙化症,好发于儿童
6653,移行脊椎,所有人群
6654,伴齿状突骨折的寰枢椎前脱位,外伤史患者
6655,运动员胸背与腰背痛,青壮年以上人群
6656,胸锁关节脱位,所有人群
6657,上颈椎不稳症,所有人群
6658,小儿发育性髋脱位,婴幼儿
6659,黄韧带骨化症,所有人群
6660,单纯性寰枢椎脱位,所有人群
6661,胸椎后纵韧带骨化症,所有人群
6662,椎体爆裂骨折,所有人群
6663,前纵韧带骨化症,50岁以上老年人
6664,颈椎先天融合畸形,先天性疾病多见，女性
6665,棘突滑囊炎,体力劳动者、中老年人
6666,颈椎骨折伴脱位的损伤,头颈部创伤人群
6667,寰椎骨折,所有人群
6668,颈椎椎体楔形压缩骨折,老年人群
6669,颈肋畸形,所有人群
6670,下颈椎不稳症,所有人群
6671,颈椎单侧及双侧小关节脱位,所有人群
6672,颈部勒伤,所有人群
6673,小儿骨与关节结核,儿童
6674,枕颈关节损伤,外伤患者
6675,短腰畸形,所有人群
6676,椎体严重楔形变并伴小关节半脱位,青壮年人群
6677,寰椎沟环畸形,中年、中老年人群
6678,绞架性骨折或外伤性枢椎椎弓骨折,所有人群
6679,枢椎齿突骨折,所有人群
6680,脊髓型颈椎病,中老年人
6681,隐性脊柱裂,有的在婴幼儿时已发病，有的在成年后才出现症状
6682,颈椎椎管狭窄症,老年人
6683,脊柱、脊髓损伤,中青年多见
6684,胸椎椎管狭窄症,中年男性
6685,并发截瘫的脊柱结核,结核患者
6686,颅底凹陷症,好发于青少年以10～30岁最多见
6687,小儿脊柱裂,小儿，秋冬季出生的婴儿较春夏季出生的发生率高，脊柱裂的男女之比为0.6～0.9:1
6688,寰枢椎脱位,所有人群
6689,脊膜膨出与脊膜脊髓膨出,所有人群
6690,脊柱裂和有关畸形,婴幼儿
6691,脊髓分裂症,多见于婴幼儿和少年，偶见于成年人，发病率很低
6692,先天性颅锁骨发育不全,婴幼儿
6693,小儿锁骨颅骨发育不全综合征,遗传疾病
6694,鸡胸,婴幼儿
6695,慢性疲劳综合症,所有人群
6696,女子梦交,青年女性多见
6697,肝火上炎证,中青年多见
6698,肝阳上亢,所有人群
6699,阴虚火旺,青年人
6700,阴虚发热,阴虚，或者劳心好色人群多发
6701,盆腔淤血综合征,女性
6702,男性更年期综合症,中年男性
6703,汞中毒,所有人群
6704,经行失眠,无特殊人群
6705,男性急性淋病,中老年群体
6706,痰饮,青壮年
6707,人流后妇科病,育龄女性多见
6708,郁证,青中年女性
6709,麻黄碱中毒,过量服用麻黄碱药物患者
6710,铋中毒,多见于儿童
6711,慢性盆腔疼痛,妇女人群
6712,慢性盆腔炎,妇女人群
6713,药物过敏,用易过敏药物、有过敏体质的人多见
6714,恙虫病,无特殊发病群体
6715,放射病,所有人群
6716,乳酸性酸中毒,所有人群
6717,小儿休克,儿童
6718,产道异常,女性怀孕期
6719,子痫,妊娠中、晚期多见
6720,苯丙胺中毒,所有人群
6721,乙醚中毒,所有人群
6722,小儿维生素E缺乏病,新生儿
6723,小儿成骨不全,钙质吸收差的婴幼儿多见
6724,新生儿休克,新生儿
6725,原发性纤维蛋白溶解症,所有人群
6726,小儿大动脉炎,婴幼儿
6727,颈动脉硬化,老人发病率大过年轻人。
6728,自由生活阿米巴感染,所有人群
6729,化学烧伤,常接触化学物者
6730,农药中毒,主要发生于农药厂生产的包装工和农村施用农药人员
6731,二硫化碳中毒,所有人群
6732,经前期综合征,女性
6733,甲状旁腺危象,所有人群
6734,曼陀罗中毒,所有人群
6735,体温过低,所有人群
6736,囊虫病,生食猪肉习惯者多见，发病年龄以青年为最多，小儿受染者也不少。
6737,异源内分泌综合征,所有人群
6738,苯中毒,所有人群
6739,镇静、安定、催眠药中毒,所有人群
6740,水杨酸类中毒,婴儿时期
6741,铊中毒,成年人
6742,阿片中毒,所有人群
6743,颠茄碱类植物药物中毒,所有人群
6744,毒蕈中毒,爱食用野生蘑菇的人
6745,过敏性休克,过敏体质人群接触变应原后易发
6746,小儿莱施-尼汉综合征,儿童
6747,小儿戈谢病,儿童人群
6748,硼酸中毒,所有人群
6749,士的宁中毒,所有人群
6750,放线菌病,所有人群
6751,先天性肿瘤,可发生于任何年龄，多见于青年和儿童，5～20岁者占一半以上，绝大多数在40岁以下。
6752,呼吸性酸中毒,呼吸系统疾病患者
6753,包虫病,畜牧业人群多见
6754,交感神经型颈椎病,中青年
6755,水俣病,所有人
6756,原发性甲状旁腺功能亢进症,所有人群
6757,冻僵,所有人群
6758,小儿脉络丛乳头状瘤,儿童
6759,同型胱氨酸尿症,少年
6760,铅中毒,所有人群
6761,疫毒痢,所有人群
6762,郁冒,所有人
6763,低渗性脱水,所有人均可发病
6764,神经衰弱,16到40岁，脑力劳动者多见
6765,自缢,抑郁症患者、情绪激动的人
6766,鼠疫,;机体抵抗力弱的人群
6767,小儿维生素B1缺乏病,婴幼儿多发
6768,Shy-Drager综合征,中老年人
6769,线粒体病,遗传患者
6770,维生素E缺乏病,主要发生在婴儿，特别是早产儿
6771,重金属中毒,所有人群
6772,五迟,先天不足的小儿
6773,克兰费尔特综合征,男性遗传
6774,维生素B6依赖综合征,婴幼儿
6775,黏多糖贮积症Ⅱ型,2岁以上儿童开始发病
6776,黏脂贮积症Ⅰ型,儿童
6777,黏多糖贮积症Ⅷ型,儿童
6778,小儿先天性甲状腺功能减低症,新生儿、婴幼儿
6779,恶性营养不良病,少儿常见，尤其是在非洲和亚洲地区
6780,小儿碘缺乏病,儿童人群
6781,婴儿型黑矇性痴呆,男性女性皆可患病、起病于1～4岁
